"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033260","nuclear DNA replication","17/1120","41/18860",0.414634146341463,6.98214285714286,9.6347837415981,4.91462767334883e-11,2.44435709099013e-08,1.96773226653507e-08,"MCM3/CDT1/CDK1/GMNN/MCM2/PCNA/DBF4/MCM6/TK1/FGFR1/MCM4/FEN1/LIG1/ATAD5/TIPIN/DONSON/WRN",17
"GO:0007059","chromosome segregation","62/1120","434/18860",0.142857142857143,2.40561224489796,7.44365775706854,1.09207325172809e-10,4.97894396683697e-08,4.00810042564063e-08,"RPS3/SMC4/CCNB1IP1/CDT1/NUSAP1/CDK1/RHOA/CENPK/MAD2L1/CENPU/PTTG1/UBE2C/CCNB2/TOP2A/SLC25A5/BRD7/CENPF/ZWINT/MKI67/CENPN/RMI2/UHRF1/BIRC5/CENPM/PRC1/SPC25/NUP37/SMC2/CENPH/ITGB3BP/CENPW/CENPQ/NCAPG/NUF2/HAUS6/MND1/PSMG2/KPNB1/FBXO5/TPX2/NEK6/DSN1/STAG2/HAUS1/MIS18A/BUB3/CUL3/BCCIP/FLNA/ARHGEF10/P3H4/MIS12/RCC1/RIOK2/WRAP73/RRS1/RCC2/KLHDC8B/CDC23/RMDN1/MMS19/SEH1L",62
"GO:0061351","neural precursor cell proliferation","34/1120","168/18860",0.202380952380952,3.40795068027211,7.87709124109158,2.37734411373842e-10,1.00049612663561e-07,8.05409536184742e-08,"NFIA/NFIB/PTN/PTPRZ1/NAP1L1/LHX2/SOX5/EMX1/EMX2/MDK/ID2/GLI3/HMGA2/EML1/NES/ID4/RHOA/DMRTA2/ITGB1/NOTCH1/LEF1/NR2E1/GNAI2/TP53/RRM1/FGFR1/FGFR2/BTG2/APPL2/CTNNB1/FLNA/PSMG1/RYK/VEGFA",34
"GO:0051960","regulation of nervous system development","64/1120","466/18860",0.137339055793991,2.31269160024525,7.20956575818236,2.90141412639582e-10,1.13383119182225e-07,9.12745616905271e-08,"PTN/PTPRZ1/NAP1L1/LHX2/HES1/TSPO/FEZF2/HEY1/MDK/ID2/HES5/GLI3/HMGA2/HMGB2/JAM2/HES6/REST/METRN/B2M/CHD7/ID4/DMRTA2/MAP2K2/NLGN1/HDAC1/TMEM98/RGMA/ITGB1/NOTCH1/MYCN/LEF1/CXCR4/NR2E1/E2F1/TP53/DAB1/LDLR/EPHA7/CTSC/BMP7/OBSL1/RTN4RL2/DLL1/PLAG1/UFL1/EZH2/BTG2/DUSP10/APPL2/CTNNB1/MAP2K1/TENM4/RYK/RTN4R/DLG1/VEGFA/NIN/CRABP2/RAPGEF2/DCC/MT3/PARD3/LRP8/SLIT1",64
"GO:0021543","pallium development","37/1120","201/18860",0.18407960199005,3.09976901208245,7.5199837550973,6.5729294534406e-10,2.39736646931824e-07,1.92990433917161e-07,"LHX2/EMX1/EMX2/FEZF2/NEUROD6/SYNE2/TBR1/MDK/GLI3/ID4/RHOA/DMRTA2/HDAC1/FAT4/NEUROD1/LEF1/NR2E1/ATIC/FOS/DAB1/BCAN/EZH2/BTG2/CDK6/PLCB1/TMEM108/CTNNB1/FLNA/ATP2B4/MFSD2A/FILIP1/GRIA1/BBS2/LRP8/SLC2A1/CNTNAP2/BNIP3",37
"GO:0050768","negative regulation of neurogenesis","30/1120","144/18860",0.208333333333333,3.50818452380952,7.5914676456636,1.30179829634626e-09,4.45133654956899e-07,3.5833710999426e-07,"PTN/LHX2/HES1/TSPO/ID2/HES5/HMGA2/REST/B2M/ID4/TMEM98/RGMA/NOTCH1/MYCN/NR2E1/TP53/DAB1/LDLR/EPHA7/BMP7/BTG2/DUSP10/APPL2/CTNNB1/RYK/RTN4R/RAPGEF2/DCC/MT3/SLIT1",30
"GO:1901990","regulation of mitotic cell cycle phase transition","52/1120","357/18860",0.145658263305322,2.45278111244498,6.96313399268562,1.78637687315921e-09,5.74898110179648e-07,4.62798813454992e-07,"ZFP36L1/RPS27L/ID2/ZFP36L2/CCND2/CCND1/PSME1/CDK4/BARD1/CDK1/MAD2L1/UBE2C/JADE1/CLSPN/CHEK1/BRD7/CENPF/ZWINT/CDK2/BIRC5/SPC25/RRM2/E2F1/TP53/RRM1/NUF2/RBBP8/PSMG2/NAE1/FBXO5/TCF3/EZH2/NEK6/WEE1/CDK6/PLCB1/BUB3/CPSF3/MTA3/RPA2/CUL3/APPL2/RAD51C/CDC25B/DLG1/ATAD5/RIOK2/CDC73/RCC2/ADAM17/CDC23/DONSON",52
"GO:0045686","negative regulation of glial cell differentiation","13/1120","29/18860",0.448275862068966,7.54864532019704,8.86758398640967,2.96431978097556e-09,8.96247699764411e-07,7.21488494514482e-07,"HES1/ID2/HES5/HMGA2/ID4/TMEM98/NOTCH1/MYCN/NR2E1/DAB1/LDLR/DUSP10/CTNNB1",13
"GO:0009123","nucleoside monophosphate metabolic process","21/1120","78/18860",0.269230769230769,4.53365384615385,7.85763626558053,3.11253999187056e-09,8.96247699764411e-07,7.21488494514482e-07,"TYMS/PAICS/GMPS/DNPH1/DCTD/TK1/NT5C/ATIC/IMPDH2/AK4/AK2/DUT/HDDC2/PNP/PPAT/APRT/ADK/AK3/NT5M/DLG1/MAGI3",21
"GO:0140014","mitotic nuclear division","44/1120","281/18860",0.156583629893238,2.63675648195221,6.9457251841686,3.41445666987942e-09,9.34024622045517e-07,7.51899300356606e-07,"NFIA/NFIB/SMC4/CDT1/NUSAP1/CDK1/RHOA/CENPK/MAD2L1/UBE2C/CHEK1/CENPF/ZWINT/MKI67/UHRF1/BIRC5/PRC1/SPC25/SMC2/NCAPG/NUF2/BMP7/OBSL1/PSMG2/KPNB1/FBXO5/TPX2/STAG2/EPS8/REEP3/KIF20B/BUB3/CUL3/BCCIP/FLNA/ARHGEF10/MIS12/RCC1/WRAP73/RRS1/KLHDC8B/CDC23/RMDN1/SEH1L",44
"GO:0098813","nuclear chromosome segregation","48/1120","323/18860",0.148606811145511,2.50243255196816,6.84333900464986,3.88779392757814e-09,9.77634536364069e-07,7.87005723989122e-07,"SMC4/CCNB1IP1/CDT1/NUSAP1/CDK1/RHOA/CENPK/MAD2L1/PTTG1/UBE2C/CCNB2/TOP2A/BRD7/CENPF/ZWINT/RMI2/UHRF1/BIRC5/PRC1/SPC25/SMC2/CENPQ/NCAPG/NUF2/MND1/PSMG2/KPNB1/FBXO5/TPX2/NEK6/DSN1/STAG2/BUB3/CUL3/BCCIP/FLNA/ARHGEF10/P3H4/MIS12/RCC1/RIOK2/WRAP73/RRS1/RCC2/KLHDC8B/CDC23/RMDN1/SEH1L",48
"GO:0000819","sister chromatid segregation","39/1120","233/18860",0.167381974248927,2.8185928877989,7.01832580814311,3.93126664229748e-09,9.77634536364069e-07,7.87005723989122e-07,"SMC4/CDT1/NUSAP1/CDK1/RHOA/CENPK/MAD2L1/UBE2C/TOP2A/BRD7/CENPF/ZWINT/RMI2/UHRF1/BIRC5/PRC1/SPC25/SMC2/NCAPG/NUF2/PSMG2/KPNB1/FBXO5/TPX2/NEK6/STAG2/BUB3/CUL3/BCCIP/FLNA/ARHGEF10/MIS12/RCC1/RIOK2/WRAP73/RRS1/CDC23/RMDN1/SEH1L",39
"GO:0051961","negative regulation of nervous system development","30/1120","151/18860",0.198675496688742,3.34555345316935,7.27109894561766,4.25276028227691e-09,1.011602239319e-06,8.14350069613117e-07,"PTN/LHX2/HES1/TSPO/ID2/HES5/HMGA2/REST/B2M/ID4/TMEM98/RGMA/NOTCH1/MYCN/NR2E1/TP53/DAB1/LDLR/EPHA7/BMP7/BTG2/DUSP10/APPL2/CTNNB1/RYK/RTN4R/RAPGEF2/DCC/MT3/SLIT1",30
"GO:0014013","regulation of gliogenesis","25/1120","110/18860",0.227272727272727,3.82711038961039,7.47188204055597,4.71054788275648e-09,1.07380864444003e-06,8.64426857081277e-07,"PTN/PTPRZ1/HES1/TSPO/MDK/ID2/HES5/HMGA2/ID4/HDAC1/TMEM98/NOTCH1/MYCN/CXCR4/NR2E1/E2F1/TP53/DAB1/LDLR/PLAG1/UFL1/EZH2/DUSP10/CTNNB1/TENM4",25
"GO:1901987","regulation of cell cycle phase transition","61/1120","468/18860",0.13034188034188,2.19486416361416,6.5768587880235,5.90724438728461e-09,1.2707452990898e-06,1.02296286282537e-06,"ZFP36L1/RPS27L/ID2/NPM1/ZFP36L2/CCND2/CCND1/CDT1/PSME1/CDK4/BARD1/CDK1/MAD2L1/UBE2C/JADE1/CLSPN/CHEK1/DBF4/BRD7/CENPF/ZWINT/CDK2/BIRC5/SPC25/RRM2/E2F1/WDR76/TP53/RRM1/NUF2/RBBP8/PSMG2/NAE1/TIMELESS/FBXO5/TCF3/UFL1/EZH2/NEK6/WEE1/CDK6/PLCB1/BUB3/CPSF3/MTA3/RPA2/CUL3/APPL2/ATP2B4/SOX2/RAD51C/CDC25B/DLG1/ATAD5/RIOK2/CDC73/RCC2/ADAM17/TIPIN/CDC23/DONSON",61
"GO:0009163","nucleoside biosynthetic process","11/1120","21/18860",0.523809523809524,8.82057823129252,9.00971644238963,6.27127089662304e-09,1.2707452990898e-06,1.02296286282537e-06,"CDK1/DNPH1/DCTD/TK1/PGM2/PNP/MTAP/APRT/ADK/PRTFDC1/DTYMK",11
"GO:0034404","nucleobase-containing small molecule biosynthetic process","11/1120","21/18860",0.523809523809524,8.82057823129252,9.00971644238963,6.27127089662304e-09,1.2707452990898e-06,1.02296286282537e-06,"CDK1/DNPH1/DCTD/TK1/PGM2/PNP/MTAP/APRT/ADK/PRTFDC1/DTYMK",11
"GO:2000177","regulation of neural precursor cell proliferation","23/1120","96/18860",0.239583333333333,4.03441220238095,7.48926183458169,6.58963529666086e-09,1.28756766814398e-06,1.03650504064771e-06,"PTN/PTPRZ1/NAP1L1/LHX2/EMX1/MDK/ID2/GLI3/NES/ID4/RHOA/DMRTA2/ITGB1/NOTCH1/NR2E1/GNAI2/TP53/BTG2/APPL2/CTNNB1/FLNA/RYK/VEGFA",23
"GO:0000070","mitotic sister chromatid segregation","34/1120","192/18860",0.177083333333333,2.9819568452381,6.9356544279543,9.02408661695333e-09,1.70244061659833e-06,1.37048197478522e-06,"SMC4/CDT1/NUSAP1/CDK1/RHOA/CENPK/MAD2L1/UBE2C/CENPF/ZWINT/UHRF1/BIRC5/PRC1/SPC25/SMC2/NCAPG/NUF2/PSMG2/KPNB1/FBXO5/TPX2/STAG2/BUB3/CUL3/BCCIP/FLNA/ARHGEF10/MIS12/RCC1/WRAP73/RRS1/CDC23/RMDN1/SEH1L",34
"GO:0000280","nuclear division","59/1120","453/18860",0.130242825607064,2.19319615263324,6.45893587786216,1.08189213660439e-08,1.9730106264542e-06,1.58829357879044e-06,"NFIA/NFIB/CKS2/SMC4/CCNB1IP1/CDT1/NUSAP1/CDK1/RHOA/CENPK/MAD2L1/PTTG1/UBE2C/CCNB2/TOP2A/CHEK1/RAD51AP1/CENPF/ZWINT/MKI67/UHRF1/BIRC5/PRC1/SPC25/SMC2/NCAPG/NUF2/CALR/MND1/BMP7/OBSL1/PSMG2/KPNB1/FBXO5/SPIRE1/TPX2/STAG2/EPS8/REEP3/KIF20B/PLCB1/BUB3/CUL3/BCCIP/FANCA/FLNA/ARHGEF10/P3H4/RAD51C/CDC25B/SLC2A8/MIS12/RCC1/WRAP73/RRS1/KLHDC8B/CDC23/RMDN1/SEH1L",59
"GO:0045665","negative regulation of neuron differentiation","20/1120","76/18860",0.263157894736842,4.43139097744361,7.53137886351129,1.13140656426382e-08,1.99675010099592e-06,1.60740409673339e-06,"HES1/FEZF2/HEY1/SOX3/ID2/HES5/GLI3/REST/SOX9/PTBP1/B2M/ID4/ITGB1/NOTCH1/NR2E1/CALR/BMP7/DLL1/SOX2/MIB1",20
"GO:1902751","positive regulation of cell cycle G2/M phase transition","13/1120","32/18860",0.40625,6.84095982142857,8.30899785831795,1.28335923832577e-08,2.1941432477751e-06,1.76630758327468e-06,"NPM1/CCND1/CDK4/CDK1/CHEK1/RRM1/FBXO5/WEE1/MTA3/RAD51C/CDC25B/ATAD5/RCC2",13
"GO:1901659","glycosyl compound biosynthetic process","12/1120","27/18860",0.444444444444444,7.48412698412698,8.47159478108068,1.37228503434364e-08,2.27508224936184e-06,1.83146430101876e-06,"CDK1/DNPH1/DCTD/TK1/TYW3/PGM2/PNP/MTAP/APRT/ADK/PRTFDC1/DTYMK",12
"GO:0045685","regulation of glial cell differentiation","20/1120","77/18860",0.25974025974026,4.37384044526902,7.45382096936971,1.44390156908336e-08,2.32340749542796e-06,1.87036661456494e-06,"PTN/PTPRZ1/HES1/MDK/ID2/HES5/HMGA2/CDK1/ID4/HDAC1/TMEM98/NOTCH1/MYCN/CXCR4/NR2E1/DAB1/LDLR/DUSP10/CTNNB1/TENM4",20
"GO:0009126","purine nucleoside monophosphate metabolic process","15/1120","44/18860",0.340909090909091,5.74066558441558,7.91031066978172,1.65235583332627e-08,2.58286821832229e-06,2.07923512981567e-06,"PAICS/GMPS/DNPH1/NT5C/ATIC/IMPDH2/AK4/AK2/PNP/PPAT/APRT/ADK/AK3/DLG1/MAGI3",15
"GO:0045787","positive regulation of cell cycle","49/1120","349/18860",0.140401146131805,2.36425501432665,6.46375468595146,1.7705224443784e-08,2.69070230366506e-06,2.16604266294714e-06,"HES1/SMC4/NPM1/CCND2/EIF4EBP1/CCND1/CDK4/NUSAP1/CDK1/RHOA/MAD2L1/UBE2C/CHEK1/DBF4/RAD51AP1/LEF1/BIRC5/SMC2/RRM2/NR2E1/RRM1/FGFR1/NCAPG/CALR/SVIL/FGFR2/FBXO5/TCF3/FEN1/EZH2/WEE1/KIF20B/PLCB1/CPSF3/MTA3/CUL3/LRP6/RAD51C/CDC25B/ATAD5/CDC73/CCNY/PIM1/RCC2/ADAM17/PPP1R35/CDC23/NUDT16/SHB",49
"GO:0048709","oligodendrocyte differentiation","24/1120","109/18860",0.220183486238532,3.70773263433814,7.12358064309718,1.85013370013771e-08,2.73569769552794e-06,2.20226441006434e-06,"PTN/PTPRZ1/HES1/GSTP1/MDK/ID2/HES5/GLI3/CLU/SOX9/ID4/HDAC1/TMEM98/NOTCH1/CXCR4/PRDM8/PLP1/SUZ12/DUSP10/GPM6B/CTNNB1/TENM4/NCSTN/BNIP3",24
"GO:0044282","small molecule catabolic process","51/1120","373/18860",0.136729222520107,2.30242244350823,6.3835843385768,2.20597345230943e-08,3.17602125199602e-06,2.55672934195641e-06,"LDHB/TPI1/ACAA2/ESD/ENO1/MPST/DERA/ECI1/ECI2/PGM1/HADHB/GCSH/HADH/ABHD3/GNPDA1/PKM/NUDT5/AKR1A1/QPRT/DCXR/SLC16A1/TP53/ADH5/HADHA/BDH2/DECR1/AASS/ALDH6A1/GCAT/GLUD1/ACSS2/CRYL1/HIBCH/PNP/QDPR/AFMID/PEX2/ATP2B4/SCARB1/MFSD2A/PHYH/AIG1/GALK1/GLB1/PCCB/GPT2/SESN2/IVD/FOXK1/TIGAR/HACL1",51
"GO:0021761","limbic system development","26/1120","127/18860",0.204724409448819,3.44741282339708,6.95339592904408,2.37628141090491e-08,3.33349630745147e-06,2.68349835984511e-06,"EMX2/FEZF2/NEUROD6/SOX3/TBR1/MDK/GLI3/ID4/HDAC1/NEUROD1/LEF1/NR2E1/DAB1/FGFR1/BCAN/FGFR2/EZH2/BTG2/CDK6/TMEM108/CTNNB1/ATP2B4/MFSD2A/BBS2/LRP8/CNTNAP2",26
"GO:0006271","DNA strand elongation involved in DNA replication","9/1120","15/18860",0.6,10.1035714285714,8.86239079267679,3.21736351203119e-08,4.38593563928658e-06,3.53072270339783e-06,"MCM3/MCM7/PCNA/POLD2/MCM4/POLD3/RFC4/LIG1/RFC3",9
"GO:0009262","deoxyribonucleotide metabolic process","15/1120","46/18860",0.326086956521739,5.49107142857143,7.66266505195007,3.28684630251782e-08,4.38593563928658e-06,3.53072270339783e-06,"TYMS/DERA/DNPH1/RRM2/DCTD/NT5C/RRM1/DUT/UNG/NME3/PNP/ADK/DTYMK/NT5M/NUDT16",15
"GO:0031099","regeneration","33/1120","194/18860",0.170103092783505,2.8644145802651,6.55857151757309,4.09991824526819e-08,5.3406315999672e-06,4.2992626411534e-06,"NFIB/PTN/GSTP1/TSPO/NACA/MDK/CCND1/JUN/UCP2/MAP2K2/COL6A1/RGMA/PCNA/DHFR/NOTCH1/ATIC/FZD7/GPX1/RTN4RL2/CCNA2/EZH2/DUSP10/NEO1/MAP2K1/SOX2/HOPX/RTN4R/GRN/GAS6/ADAM17/CD81/GUCD1/SULF2",33
"GO:0042552","myelination","29/1120","157/18860",0.184713375796178,3.11044131028207,6.67204554727348,4.2227420089111e-08,5.37270268157038e-06,4.32508018734004e-06,"PTN/PTPRZ1/HES5/GPC1/JAM2/EPB41L3/CLU/ID4/MAP2K2/COL6A1/TMEM98/CXCR4/NAB1/PLP1/CTSC/TMEM163/GPM6B/CTNNB1/ARHGEF10/HEXB/MAP2K1/TENM4/GNPAT/JAM3/DLG1/NCSTN/PARD3/MAL2/ACER3",29
"GO:0014014","negative regulation of gliogenesis","15/1120","47/18860",0.319148936170213,5.37424012158055,7.54421496644376,4.56383624312356e-08,5.67471547412023e-06,4.56820355053325e-06,"HES1/TSPO/ID2/HES5/HMGA2/ID4/TMEM98/NOTCH1/MYCN/NR2E1/TP53/DAB1/LDLR/DUSP10/CTNNB1",15
"GO:0009167","purine ribonucleoside monophosphate metabolic process","14/1120","41/18860",0.341463414634146,5.75,7.65030589631371,4.85979400050541e-08,5.90842955039225e-06,4.75634575394495e-06,"PAICS/GMPS/NT5C/ATIC/IMPDH2/AK4/AK2/PNP/PPAT/APRT/ADK/AK3/DLG1/MAGI3",14
"GO:0007272","ensheathment of neurons","29/1120","159/18860",0.182389937106918,3.071316262354,6.59028347572268,5.6401087067112e-08,6.55092486027097e-06,5.27356099921572e-06,"PTN/PTPRZ1/HES5/GPC1/JAM2/EPB41L3/CLU/ID4/MAP2K2/COL6A1/TMEM98/CXCR4/NAB1/PLP1/CTSC/TMEM163/GPM6B/CTNNB1/ARHGEF10/HEXB/MAP2K1/TENM4/GNPAT/JAM3/DLG1/NCSTN/PARD3/MAL2/ACER3",29
"GO:0008366","axon ensheathment","29/1120","159/18860",0.182389937106918,3.071316262354,6.59028347572268,5.6401087067112e-08,6.55092486027097e-06,5.27356099921572e-06,"PTN/PTPRZ1/HES5/GPC1/JAM2/EPB41L3/CLU/ID4/MAP2K2/COL6A1/TMEM98/CXCR4/NAB1/PLP1/CTSC/TMEM163/GPM6B/CTNNB1/ARHGEF10/HEXB/MAP2K1/TENM4/GNPAT/JAM3/DLG1/NCSTN/PARD3/MAL2/ACER3",29
"GO:0000082","G1/S transition of mitotic cell cycle","38/1120","246/18860",0.154471544715447,2.60119047619048,6.35158670351792,5.74747565880107e-08,6.55092486027097e-06,5.27356099921572e-06,"RPS27L/ID2/CCND2/EIF4EBP1/CCND1/PSME1/CDK4/CDK1/ID4/CCNB2/JADE1/DBF4/ITGB1/BRD7/CDK2/RRM2/E2F1/TP53/RRM1/CCNG1/CDKN3/RBBP8/CCNA2/TCF3/EZH2/WEE1/CDK6/PLCB1/CPSF3/SKP2/RPA2/E2F3/CUL3/APPL2/DLG1/RCC1/CDC73/ADAM17",38
"GO:0043174","nucleoside salvage","8/1120","12/18860",0.666666666666667,11.2261904761905,8.90355402142914,6.02995992601908e-08,6.73263484801028e-06,5.41983938355828e-06,"DNPH1/DCTD/PGM2/PNP/MTAP/APRT/ADK/PRTFDC1",8
"GO:0030174","regulation of DNA-templated DNA replication initiation","9/1120","16/18860",0.5625,9.47209821428571,8.51835939239102,6.96514274792179e-08,7.62125919477602e-06,6.13519100153785e-06,"MCM3/MCM7/CDT1/GMNN/MCM5/MCM2/CDK2/MCM6/MCM4",9
"GO:0044839","cell cycle G2/M phase transition","29/1120","162/18860",0.179012345679012,3.01444003527337,6.47002274595364,8.61630597899383e-08,9.24310000217162e-06,7.44078931189064e-06,"NPM1/CCND1/NES/CDK4/BARD1/CDK1/CCNB2/CLSPN/CHEK1/CENPF/CDK2/BIRC5/TP53/RRM1/RBBP8/NAE1/CCNA2/FBXO5/WEE1/CDK6/PLCB1/MTA3/SKP2/RAD51C/CDC25B/ATAD5/CCNY/RCC2/DONSON",29
