"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006275","regulation of DNA replication","30/1026","120/18860",0.25,4.59551656920078,9.47710633866676,1.17305130705976e-12,5.54426704127609e-10,4.43514422410824e-10,"ID3/DACH1/FGFR1/CDT1/MCM3/CDK2/TIMELESS/ACTL6A/MCM7/TP53/BAZ1A/MCM5/GMNN/DBF4/CDK1/MCM2/PCNA/CDC6/SMARCA5/WEE1/FBXO5/CDKN1A/CCNA2/GLI2/ATF1/MCM6/DSCC1/TIPIN/ATAD5/CHRAC1",30
"GO:0098813","nuclear chromosome segregation","52/1026","323/18860",0.160990712074303,2.95934193929957,8.51923111570152,1.71900638443804e-12,7.44759516057782e-10,5.95771423238132e-10,"RAN/PTTG1/CCNB2/CDT1/BIRC5/PPP1CC/NUSAP1/ACTL6A/CENPF/CENPK/UBE2C/CCNB1IP1/RHOA/TOP2A/MAD2L1/SMC4/ZWINT/CDC20/MND1/UHRF1/NUF2/MYBL2/RMI2/CDK1/CENPQ/CDC6/SMARCA5/ASPM/KIFC1/AURKB/FBXO5/TPX2/CDCA8/FANCD2/CCNB1/AAAS/NCAPD2/DSN1/RCC2/SMC2/BCCIP/P3H4/BOD1/FLNA/SPC25/RCC1/PSRC1/BRD7/SKA2/PRC1/RRS1/RACGAP1",52
"GO:0045664","regulation of neuron differentiation","39/1026","199/18860",0.195979899497487,3.60251550148403,8.85240013760806,2.23965465091548e-12,8.92106038582393e-10,7.13641481345408e-10,"SOX2/HES5/SOX3/EDNRB/IRX3/TGIF1/ID4/ASCL1/HES1/SOX9/DLL1/ZEB1/B2M/FGFR1/ITGB1/TGIF2/SFRP2/TCF12/RHOA/GLI3/JAG1/PTBP1/NOTCH1/MEIS1/PAX6/HEY2/PROX1/ASPM/NOTCH3/REST/MYCL/BMP7/CTDSP1/HMG20B/GPRC5B/TCF3/DLX2/ZNF536/SPAG9",39
"GO:1901990","regulation of mitotic cell cycle phase transition","55/1026","357/18860",0.15406162464986,2.83197099502569,8.38185717895466,2.40228592809261e-12,8.92106038582393e-10,7.13641481345408e-10,"ZFP36L1/CCND1/RPS27L/ZFP36L2/CDK4/BIRC5/RDX/CDK6/BARD1/CDK2/ACTL6A/CENPF/TP53/UBE2C/MAD2L1/CLSPN/ZWINT/E2F1/CDC20/EZH2/RRM2/NUF2/BRCA1/CDK1/MTA3/CDC25B/CDC6/WEE1/AURKB/CTDSP1/FBXO5/CDKN1A/CHEK1/BTN2A2/CDCA8/APPL2/CCNB1/CTDSP2/TRIAP1/RCC2/TCF3/DDX3X/CDKN1C/RRM1/CDC73/RBBP8/SPC25/CCND2/PSME1/CPSF3/BRD7/MDM2/ATAD5/NABP2/PSME2",55
"GO:0140014","mitotic nuclear division","47/1026","281/18860",0.167259786476868,3.07458048046173,8.40390064687182,5.11651844172824e-12,1.77338529190301e-09,1.41862206058023e-09,"RAN/RPL24/CDT1/BIRC5/PPP1CC/NUSAP1/MKI67/CENPF/CENPK/UBE2C/RHOA/MAD2L1/SMC4/ZWINT/CDC20/UHRF1/NUF2/MYBL2/CDK1/SMARCA5/KIFC1/RANBP1/BMP7/AURKB/REEP3/FBXO5/CHEK1/TPX2/CDCA8/CCDC8/CCNB1/AAAS/NCAPD2/SMC2/BCCIP/OBSL1/BOD1/CDKN1C/FLNA/SPC25/RCC1/PSRC1/USP16/SKA2/PRC1/RRS1/RACGAP1",47
"GO:0000819","sister chromatid segregation","42/1026","233/18860",0.180257510729614,3.31350550912331,8.52286620406634,5.77400169231757e-12,1.87618967489744e-09,1.50086057147018e-09,"RAN/CDT1/BIRC5/PPP1CC/NUSAP1/ACTL6A/CENPF/CENPK/UBE2C/RHOA/TOP2A/MAD2L1/SMC4/ZWINT/CDC20/UHRF1/NUF2/MYBL2/RMI2/CDK1/CDC6/SMARCA5/KIFC1/AURKB/FBXO5/TPX2/CDCA8/CCNB1/AAAS/NCAPD2/SMC2/BCCIP/BOD1/FLNA/SPC25/RCC1/PSRC1/BRD7/SKA2/PRC1/RRS1/RACGAP1",42
"GO:0045786","negative regulation of cell cycle","58/1026","399/18860",0.145363408521303,2.6720798096606,8.09700614727487,7.03066769757095e-12,2.03578645562529e-09,1.62853024087133e-09,"SOX2/ZFP36L1/CCND1/RPS27L/NPM1/ZFP36L2/BTG3/GAS1/CDT1/BIRC5/CDK6/BARD1/CDK2/TIMELESS/STK33/CENPF/TP53/TP53I13/MAD2L1/CLSPN/ZWINT/E2F1/GMNN/CDC20/EZH2/NUF2/BRCA1/CDK1/PROX1/CDC6/SMARCA5/WEE1/BMP7/AURKB/CTDSP1/FBXO5/CDKN1A/CHEK1/BTN2A2/CDCA8/IPO5/FANCD2/CCNB1/CTDSP2/TRIAP1/CTNNB1/CDKN1C/FZD3/CDC73/WDR76/RBBP8/SPC25/UFL1/NUBP1/BRD7/TIPIN/TP53BP2/NABP2",58
"GO:0045930","negative regulation of mitotic cell cycle","43/1026","244/18860",0.176229508196721,3.23946249960055,8.44508746706983,7.04830855957977e-12,2.03578645562529e-09,1.62853024087133e-09,"ZFP36L1/CCND1/RPS27L/ZFP36L2/BTG3/GAS1/BIRC5/BARD1/CDK2/STK33/CENPF/TP53/MAD2L1/CLSPN/ZWINT/CDC20/EZH2/NUF2/BRCA1/CDK1/CDC6/WEE1/BMP7/AURKB/CTDSP1/FBXO5/CDKN1A/CHEK1/BTN2A2/CDCA8/FANCD2/CCNB1/CTDSP2/TRIAP1/CTNNB1/CDKN1C/FZD3/CDC73/RBBP8/SPC25/BRD7/TIPIN/NABP2",43
"GO:0044839","cell cycle G2/M phase transition","34/1026","162/18860",0.209876543209877,3.85796452723028,8.76244677751433,7.8666265888696e-12,2.15255745450174e-09,1.72194136579633e-09,"NES/CCND1/NPM1/CCNB2/CDK4/BIRC5/CDK6/BARD1/CDK2/CENPF/TP53/CLSPN/CDC20/BRCA1/CDK1/MTA3/CDC25B/CDC6/WEE1/MELK/FOXM1/AURKB/FBXO5/CDKN1A/CHEK1/CCNA2/CCNB1/RCC2/RRM1/RBBP8/SKP2/ATAD5/NABP2/PPM1D",34
"GO:0045787","positive regulation of cell cycle","53/1026","349/18860",0.151862464183381,2.79154588157755,8.10278541155094,1.06514321373899e-11,2.76883978411451e-09,2.21493728288566e-09,"RPS15A/CCND1/ASCL1/NPM1/HES1/FGFR1/CDK4/BIRC5/RDX/NUSAP1/UBE2C/RHOA/MAD2L1/RAD51AP1/SMC4/CDC20/EZH2/RRM2/DBF4/CDK1/PROX1/MTA3/CDC25B/CDC6/RANBP1/FGFR2/WEE1/AURKB/FBXO5/CHEK1/FEN1/CDCA8/CITED2/CCNB1/NCAPD2/RCC2/SMC2/MSX1/TCF3/DDX3X/RRM1/LEF1/CDC73/WNK1/CCND2/SVIL/DDX11/CPSF3/PPP1R35/GPSM2/MDM2/ATAD5/RACGAP1",53
"GO:0090068","positive regulation of cell cycle process","46/1026","278/18860",0.165467625899281,3.04163686594584,8.22551878974669,1.26811414155632e-11,3.13948829616728e-09,2.51143808184913e-09,"CCND1/NPM1/FGFR1/CDK4/BIRC5/RDX/NUSAP1/UBE2C/RHOA/MAD2L1/RAD51AP1/SMC4/CDC20/EZH2/RRM2/DBF4/CDK1/MTA3/CDC25B/CDC6/RANBP1/WEE1/AURKB/FBXO5/CHEK1/FEN1/CDCA8/CCNB1/NCAPD2/RCC2/SMC2/MSX1/DDX3X/RRM1/LEF1/CDC73/WNK1/CCND2/SVIL/DDX11/CPSF3/PPP1R35/GPSM2/MDM2/ATAD5/RACGAP1",46
"GO:0000070","mitotic sister chromatid segregation","37/1026","192/18860",0.192708333333333,3.5423773554256,8.49278949039745,1.38477137581853e-11,3.27246653767298e-09,2.61781421332967e-09,"RAN/CDT1/BIRC5/PPP1CC/NUSAP1/CENPF/CENPK/UBE2C/RHOA/MAD2L1/SMC4/ZWINT/CDC20/UHRF1/NUF2/MYBL2/CDK1/SMARCA5/KIFC1/AURKB/FBXO5/TPX2/CDCA8/CCNB1/AAAS/NCAPD2/SMC2/BCCIP/BOD1/FLNA/SPC25/RCC1/PSRC1/SKA2/PRC1/RRS1/RACGAP1",37
"GO:0140694","membraneless organelle assembly","60/1026","446/18860",0.134529147982063,2.47292371436813,7.55061356392814,7.85023125193912e-11,1.7744935773405e-08,1.41950863507604e-08,"RPS6/RPS3/RPS19/RPS27/RPS15/RPS23/RPL5/RPSA/RPS14/RPS27L/RPL11/NPM1/RPL24/CCNB2/MSN/RPS28/BIRC5/ITGB1/CDK2/CENPF/CENPK/RHOA/CDC20/UHRF1/BRCA1/MYBL2/PROX1/CENPH/ASPM/KIFC1/QKI/GSN/AURKB/FBXO5/EIF5/TPX2/G3BP1/CDCA8/EZR/AAAS/BCCIP/OBSL1/DAZAP2/DDX3X/CENPW/FLNA/WNK1/RCC1/E2F4/PPP1R35/GPSM2/SKA2/PRC1/HAUS6/ABT1/CFL2/RRS1/RACGAP1/FXR1/EPHA4",60
"GO:1901988","negative regulation of cell cycle phase transition","44/1026","274/18860",0.160583941605839,2.95186465758882,7.80621745076286,9.75146851267623e-11,2.11241186655849e-08,1.68982684620981e-08,"SOX2/ZFP36L1/CCND1/RPS27L/ZFP36L2/CDT1/BIRC5/BARD1/CDK2/TIMELESS/STK33/CENPF/TP53/MAD2L1/CLSPN/ZWINT/E2F1/CDC20/EZH2/NUF2/BRCA1/CDK1/PROX1/CDC6/WEE1/AURKB/CTDSP1/FBXO5/CDKN1A/CHEK1/BTN2A2/CDCA8/FANCD2/CCNB1/CTDSP2/TRIAP1/CDC73/WDR76/RBBP8/SPC25/UFL1/BRD7/TIPIN/NABP2",44
"GO:0061351","neural precursor cell proliferation","33/1026","168/18860",0.196428571428571,3.61076301865776,8.15272580950617,1.0347396077959e-10,2.15184448837236e-08,1.72137102753752e-08,"NES/NAP1L1/MDK/ID4/ASCL1/POU3F2/FGFR1/ITGB1/TP53/RHOA/GLI3/NOTCH1/PAX6/LRP2/ZNF503/PROX1/SMO/ASPM/FGFR2/MELK/GNAI2/APPL2/RORA/CTNNB1/RRM1/FZD3/LEF1/FLNA/PSMG1/CTNNA1/TOX/IGF2BP1/RACGAP1",33
"GO:0010948","negative regulation of cell cycle process","48/1026","318/18860",0.150943396226415,2.77465151347972,7.65520781455394,1.25766209344628e-10,2.51484047070277e-08,2.01175017457743e-08,"SOX2/ZFP36L1/CCND1/RPS27L/NPM1/ZFP36L2/CDT1/BIRC5/BARD1/CDK2/TIMELESS/STK33/CENPF/TP53/MAD2L1/CLSPN/ZWINT/E2F1/CDC20/EZH2/NUF2/BRCA1/CDK1/PROX1/CDC6/SMARCA5/WEE1/BMP7/AURKB/CTDSP1/FBXO5/CDKN1A/CHEK1/BTN2A2/CDCA8/FANCD2/CCNB1/CTDSP2/TRIAP1/CDC73/WDR76/RBBP8/SPC25/UFL1/NUBP1/BRD7/TIPIN/NABP2",48
"GO:0000082","G1/S transition of mitotic cell cycle","41/1026","246/18860",0.166666666666667,3.06367771280052,7.81444613949078,1.31816958509792e-10,2.53820876774966e-08,2.03044367669469e-08,"CCND1/RPS27L/ID4/CCNB2/CCNG1/CDK4/RDX/CDK6/ITGB1/CDK2/ACTL6A/TP53/E2F1/EZH2/RRM2/DBF4/CDK1/CDC6/WEE1/CTDSP1/CDKN1A/CCNA2/BTN2A2/APPL2/CCNB1/CTDSP2/BCAT1/TRIAP1/TCF3/DDX3X/RRM1/CDC73/RBBP8/CCND2/PSME1/RCC1/SKP2/CPSF3/BRD7/MDM2/PSME2",41
"GO:0000086","G2/M transition of mitotic cell cycle","30/1026","145/18860",0.206896551724138,3.80318612623513,8.12736285859321,1.93141944932454e-10,3.58623204179938e-08,2.86881137003054e-08,"NES/CCND1/CDK4/BIRC5/CDK6/BARD1/CDK2/CENPF/CLSPN/CDC20/BRCA1/CDK1/MTA3/CDC25B/CDC6/WEE1/MELK/FOXM1/AURKB/FBXO5/CDKN1A/CHEK1/CCNA2/CCNB1/RCC2/RRM1/RBBP8/SKP2/NABP2/PPM1D",30
"GO:2000179","positive regulation of neural precursor cell proliferation","18/1026","54/18860",0.333333333333333,6.12735542560104,9.05004454971273,2.26006409360368e-10,4.05174938711914e-08,3.24120262570894e-08,"NES/NAP1L1/MDK/ID4/ASCL1/ITGB1/GLI3/NOTCH1/PAX6/LRP2/PROX1/SMO/ASPM/GNAI2/CTNNB1/FZD3/FLNA/TOX",18
"GO:0000280","nuclear division","59/1026","453/18860",0.130242825607064,2.39413225238716,7.20394185395133,4.11019862002208e-10,7.12297420849827e-08,5.69803324480956e-08,"RAN/RPL24/PTTG1/CCNB2/CKS2/CDT1/BIRC5/PPP1CC/NUSAP1/MKI67/CENPF/CENPK/UBE2C/CCNB1IP1/RHOA/TOP2A/MAD2L1/RAD51AP1/SMC4/ZWINT/CDC20/MND1/UHRF1/NUF2/MYBL2/CDK1/CDC25B/SMARCA5/ASPM/KIFC1/RANBP1/BMP7/AURKB/REEP3/FBXO5/CHEK1/TPX2/CDCA8/FANCD2/CCDC8/CCNB1/AAAS/NCAPD2/SMC2/BCCIP/MSX1/OBSL1/P3H4/BOD1/CDKN1C/FLNA/SPC25/RCC1/PSRC1/USP16/SKA2/PRC1/RRS1/RACGAP1",59
"GO:0030900","forebrain development","56/1026","419/18860",0.133651551312649,2.45679167422667,7.23303984948916,4.36034773184687e-10,7.31272511544255e-08,5.84982474992428e-08,"SOX2/HES5/MDK/SOX3/NTRK2/ZIC1/RFX4/CHD7/ID4/ASCL1/RAN/HES1/POU3F2/B2M/FGFR1/CDK6/HDAC1/ZIC3/OTX2/RHOA/GLI3/NOTCH1/ERBB4/E2F1/PAX6/EZH2/LRP2/NDNF/FOXB1/NR2F2/PROX1/ATP1A2/FOS/FOXP2/SMO/ASPM/NOTCH3/FGFR2/EPHB3/TAL2/GLI2/TWSG1/MSX1/EPHB2/CTNNB1/DLX2/RRM1/TRA2B/LEF1/FLNA/TOX/IGF2BP1/MFSD2A/C21orf91/FILIP1/FXR1",56
"GO:0097150","neuronal stem cell population maintenance","12/1026","24/18860",0.5,9.19103313840156,9.63071636084287,9.28381421138402e-10,1.5083296901558e-07,1.20659045885455e-07,"SOX2/HES5/HES1/DLL1/JAG1/NOTCH1/PROX1/ASPM/REST/FANCD2/SS18/IGF2BP1",12
"GO:1901991","negative regulation of mitotic cell cycle phase transition","34/1026","193/18860",0.176165803108808,3.23829146845236,7.49664006437212,1.12626865238876e-09,1.77438506780884e-07,1.41942183272345e-07,"ZFP36L1/CCND1/RPS27L/ZFP36L2/BIRC5/BARD1/CDK2/CENPF/TP53/MAD2L1/CLSPN/ZWINT/CDC20/EZH2/NUF2/BRCA1/CDK1/CDC6/WEE1/AURKB/CTDSP1/FBXO5/CDKN1A/CHEK1/BTN2A2/CDCA8/CCNB1/CTDSP2/TRIAP1/CDC73/RBBP8/SPC25/BRD7/NABP2",34
"GO:0044843","cell cycle G1/S phase transition","42/1026","275/18860",0.152727272727273,2.80744284954811,7.24199578473666,1.26317405595245e-09,1.93154174026377e-07,1.54513953407683e-07,"SOX2/CCND1/RPS27L/ID4/CCNB2/CCNG1/CDK4/RDX/CDK6/ITGB1/CDK2/ACTL6A/TP53/E2F1/EZH2/RRM2/DBF4/CDK1/CDC6/WEE1/CTDSP1/CDKN1A/CCNA2/BTN2A2/APPL2/CCNB1/CTDSP2/BCAT1/TRIAP1/TCF3/DDX3X/RRM1/CDC73/RBBP8/CCND2/PSME1/RCC1/SKP2/CPSF3/BRD7/MDM2/PSME2",42
"GO:0000075","cell cycle checkpoint signaling","33/1026","187/18860",0.176470588235294,3.24389404884761,7.39647393092598,1.88677030850354e-09,2.80266252397426e-07,2.24199383124737e-07,"CCND1/RPS27L/CDT1/BIRC5/BARD1/CDK2/TIMELESS/STK33/CENPF/TP53/MAD2L1/CLSPN/ZWINT/E2F1/CDC20/NUF2/BRCA1/CDK1/PROX1/CDC6/AURKB/CDKN1A/CHEK1/CDCA8/FANCD2/CCNB1/TRIAP1/WDR76/RBBP8/SPC25/UFL1/TIPIN/NABP2",33
"GO:0048568","embryonic organ development","59/1026","472/18860",0.125,2.29775828460039,6.84866922465206,2.02002365886218e-09,2.9172508340068e-07,2.3336589111592e-07,"NES/ZFP36L1/SPARC/ZIC1/CHD7/HES1/SOX9/RPL10/CRB2/IRX5/ID3/TEAD2/POU3F4/DLL1/ZEB1/FGFR1/PBX3/ZIC3/TP53/GLI3/NOTCH1/PAX6/COL2A1/HEY2/NR2F2/SLC39A1/PROX1/STK3/SMO/REST/FGFR2/AHI1/FRZB/BMP7/COL11A1/ATF4/SMAD3/CITED2/PTCH1/FZD2/LRIG1/TEAD1/GLI2/HIPK2/MSX1/EPHB2/CTNNB1/DLX2/MFAP2/TULP3/CDKN1C/TRA2B/TRIM28/FZD3/LEF1/MDFI/CEBPB/PPP1R35/PTK7",59
"GO:0001701","in utero embryonic development","55/1026","429/18860",0.128205128205128,2.35667516369271,6.81771277173888,2.89134656004783e-09,4.06273263937531e-07,3.24998869381194e-07,"RCN1/ZFP36L1/YBX3/RPL13/CHD7/TET1/FKBP10/HES1/CCNB2/FGFR1/BTF3/ITGB1/PPP1CC/ACTL6A/SPECC1/NASP/TP53/CCNB1IP1/GLI3/CAPN2/NOTCH1/CMTM3/RRM2/MFNG/HEY2/NR2F2/SLC39A1/GINS4/STK3/SMO/FGFR2/BMP7/SMAD3/CDKN1A/CHEK1/NXN/CITED2/PTCH1/CCNB1/PEMT/MSX1/NSRP1/CTNNB1/PSPH/CDKN1C/TRIM28/RPA1/LEF1/RBBP8/MDFI/CEBPB/UNK/MBNL1/EMG1/LMAN1",55
"GO:0051960","regulation of nervous system development","58/1026","466/18860",0.124463519313305,2.28789666106133,6.7521878174604,3.25872691828257e-09,4.45845296003976e-07,3.56654572136688e-07,"CXCR4/HES5/NAP1L1/MDK/NTRK2/HMGB2/CHD7/ID4/METRN/ASCL1/RND2/HES1/DLL1/HES6/B2M/HDAC1/ITGB1/PPP1CC/LRRN1/JAM2/TP53/CRABP2/TMEM98/GLI3/NOTCH1/TPBG/E2F1/PARD3/PAX6/EZH2/LRP2/GRID2/HEY2/PROX1/SMO/ASPM/QKI/REST/PTPN13/BMP7/CTDSP1/EPHB3/CTSC/EGR2/APPL2/CUX1/EPHB2/OBSL1/FLRT3/CTNNB1/DLX2/FZD3/LEF1/CTNNA1/UFL1/MAP2K2/FXR1/EPHA4",58
"GO:0007093","mitotic cell cycle checkpoint signaling","27/1026","136/18860",0.198529411764706,3.64938080495356,7.4374344814773,4.02534068187046e-09,5.36608877052423e-07,4.29261026560599e-07,"CCND1/RPS27L/BIRC5/BARD1/CDK2/STK33/CENPF/TP53/MAD2L1/CLSPN/ZWINT/CDC20/NUF2/BRCA1/CDK1/CDC6/AURKB/CDKN1A/CHEK1/CDCA8/FANCD2/CCNB1/TRIAP1/RBBP8/SPC25/TIPIN/NABP2",27
"GO:1902751","positive regulation of cell cycle G2/M phase transition","13/1026","32/18860",0.40625,7.46771442495127,8.78278718813546,4.47453647177195e-09,5.81577877918559e-07,4.652340421045e-07,"CCND1/NPM1/CDK4/CDK1/MTA3/CDC25B/WEE1/FBXO5/CHEK1/CCNB1/RCC2/RRM1/ATAD5",13
